Filename,Size (Bytes),Day/Night,width,height
IMAG1974.JPG,1152947,Night,4000,3000
IMAG1619.JPG,2529485,Day,4000,3000
IMAG1509.JPG,2321283,Day,4000,3000
IMAG1655.JPG,2399744,Day,4000,3000
IMAG1904.JPG,1085495,Night,4000,3000
IMAG1200.JPG,2416145,Day,4000,3000
IMAG1181.JPG,2161446,Day,4000,3000
IMAG0771.JPG,1958290,Night,4000,3000
IMAG0667.JPG,2290988,Day,4000,3000
IMAG1246.JPG,2420684,Day,4000,3000
IMAG1641.JPG,2643223,Day,4000,3000
IMAG0482.JPG,2254897,Day,4000,3000
IMAG0435.JPG,2303917,Day,4000,3000
IMAG0818.JPG,2064240,Day,4000,3000
IMAG1538.JPG,2365027,Day,4000,3000
IMAG1535.JPG,2362550,Day,4000,3000
IMAG0416.JPG,2314076,Day,4000,3000
IMAG1648.JPG,2610612,Day,4000,3000
IMAG1168.JPG,2565781,Day,4000,3000
IMAG0042.JPG,2014754,Day,4000,3000
IMAG1963.JPG,1135561,Night,4000,3000
IMAG0592.JPG,2233549,Day,4000,3000
IMAG0811.JPG,1970198,Day,4000,3000
IMAG0266.JPG,2288595,Day,4000,3000
IMAG0876.JPG,2466178,Day,4000,3000
IMAG0829.JPG,2451497,Day,4000,3000
IMAG1097.JPG,1497561,Day,4000,3000
IMAG0928.JPG,2074110,Day,4000,3000
IMAG0569.JPG,2477082,Day,4000,3000
IMAG0228.JPG,2407724,Day,4000,3000
IMAG1299.JPG,2666534,Day,4000,3000
IMAG1184.JPG,2225923,Day,4000,3000
IMAG1197.JPG,2420827,Day,4000,3000
IMAG1371.JPG,2499922,Day,4000,3000
IMAG0691.JPG,2414201,Day,4000,3000
IMAG1474.JPG,2296571,Day,4000,3000
IMAG1647.JPG,2385248,Day,4000,3000
IMAG1232.JPG,2342324,Day,4000,3000
IMAG1067.JPG,2268684,Day,4000,3000
IMAG1133.JPG,1477736,Day,4000,3000
IMAG0886.JPG,2417546,Day,4000,3000
IMAG0907.JPG,2376951,Day,4000,3000
IMAG1464.JPG,2495812,Day,4000,3000
IMAG0880.JPG,2418412,Day,4000,3000
IMAG1501.JPG,2315486,Day,4000,3000
IMAG0308.JPG,2359174,Day,4000,3000
IMAG0856.JPG,2507724,Day,4000,3000
IMAG0699.JPG,2446672,Day,4000,3000
IMAG0503.JPG,2559434,Day,4000,3000
IMAG1419.JPG,2383810,Day,4000,3000
IMAG1818.JPG,1813651,Day,4000,3000
IMAG1394.JPG,2653488,Day,4000,3000
IMAG1111.JPG,1499345,Day,4000,3000
IMAG0736.JPG,2385564,Day,4000,3000
IMAG0152.JPG,2485195,Day,4000,3000
IMAG1278.JPG,2298036,Day,4000,3000
IMAG1147.JPG,2291750,Day,4000,3000
IMAG1971.JPG,1154128,Night,4000,3000
IMAG0564.JPG,2411192,Day,4000,3000
IMAG0693.JPG,2500325,Day,4000,3000
IMAG1572.JPG,2418824,Day,4000,3000
IMAG0380.JPG,2227232,Day,4000,3000
IMAG1263.JPG,2318815,Day,4000,3000
IMAG1287.JPG,2444950,Day,4000,3000
IMAG1483.JPG,2482393,Day,4000,3000
IMAG0643.JPG,2279293,Day,4000,3000
IMAG1621.JPG,2403937,Day,4000,3000
IMAG0104.JPG,2393112,Day,4000,3000
IMAG0539.JPG,2443902,Day,4000,3000
IMAG1805.JPG,1726109,Day,4000,3000
IMAG1972.JPG,1165188,Night,4000,3000
IMAG0392.JPG,2518794,Day,4000,3000
IMAG0469.JPG,2278060,Day,4000,3000
IMAG0644.JPG,2269553,Day,4000,3000
IMAG1731.JPG,1743004,Day,4000,3000
IMAG0929.JPG,2029871,Day,4000,3000
IMAG0497.JPG,2322299,Day,4000,3000
IMAG1143.JPG,2101938,Day,4000,3000
IMAG1334.JPG,2325766,Day,4000,3000
IMAG1821.JPG,1767738,Day,4000,3000
IMAG0859.JPG,1267215,Night,4000,3000
IMAG1094.JPG,1463580,Day,4000,3000
IMAG0627.JPG,2348360,Day,4000,3000
IMAG0940.JPG,2164366,Day,4000,3000
IMAG1541.JPG,2508121,Day,4000,3000
IMAG0648.JPG,2257814,Day,4000,3000
IMAG1146.JPG,2066643,Day,4000,3000
IMAG0574.JPG,2401500,Day,4000,3000
IMAG0854.JPG,2453585,Day,4000,3000
IMAG1273.JPG,2255850,Day,4000,3000
IMAG1187.JPG,2079024,Day,4000,3000
IMAG1789.JPG,1567581,Day,4000,3000
IMAG1009.JPG,2270535,Day,4000,3000
IMAG1337.JPG,2366416,Day,4000,3000
IMAG0045.JPG,2309446,Day,4000,3000
IMAG0464.JPG,2583594,Day,4000,3000
IMAG0115.JPG,2244673,Day,4000,3000
IMAG1216.JPG,2380653,Day,4000,3000
IMAG0052.JPG,2243300,Day,4000,3000
IMAG0506.JPG,2418590,Day,4000,3000
IMAG0717.JPG,2461603,Day,4000,3000
IMAG1714.JPG,2112346,Day,4000,3000
IMAG1048.JPG,2479924,Day,4000,3000
IMAG1033.JPG,1987803,Day,4000,3000
IMAG0194.JPG,2580776,Day,4000,3000
IMAG0425.JPG,2295454,Day,4000,3000
IMAG1832.JPG,2343515,Day,4000,3000
IMAG0413.JPG,2308272,Day,4000,3000
IMAG0591.JPG,2148228,Day,4000,3000
IMAG0979.JPG,1676713,Day,4000,3000
IMAG1291.JPG,2637160,Day,4000,3000
IMAG0595.JPG,2271959,Day,4000,3000
IMAG1813.JPG,1945023,Day,4000,3000
IMAG1638.JPG,2463301,Day,4000,3000
IMAG0684.JPG,2519372,Day,4000,3000
IMAG1729.JPG,1872012,Day,4000,3000
IMAG1733.JPG,1920195,Day,4000,3000
IMAG1762.JPG,1788967,Day,4000,3000
IMAG0313.JPG,2361066,Day,4000,3000
IMAG0781.JPG,1911155,Night,4000,3000
IMAG1653.JPG,2574382,Day,4000,3000
IMAG1234.JPG,2355758,Day,4000,3000
IMAG1540.JPG,2374971,Day,4000,3000
IMAG0314.JPG,2396009,Day,4000,3000
IMAG0778.JPG,1950663,Night,4000,3000
IMAG1268.JPG,2327893,Day,4000,3000
IMAG1450.JPG,2614532,Day,4000,3000
IMAG1933.JPG,1086956,Night,4000,3000
IMAG0412.JPG,2241167,Day,4000,3000
IMAG1781.JPG,1913033,Day,4000,3000
IMAG1409.JPG,2383377,Day,4000,3000
IMAG0728.JPG,2429445,Day,4000,3000
IMAG0718.JPG,2449478,Day,4000,3000
IMAG0287.JPG,2283761,Day,4000,3000
IMAG0639.JPG,2491778,Day,4000,3000
IMAG1063.JPG,2325948,Day,4000,3000
IMAG1604.JPG,2393937,Day,4000,3000
IMAG1707.JPG,2358490,Day,4000,3000
IMAG1709.JPG,2096832,Day,4000,3000
IMAG0244.JPG,2360285,Day,4000,3000
IMAG0352.JPG,2278974,Day,4000,3000
IMAG1936.JPG,1098566,Night,4000,3000
IMAG1784.JPG,1377507,Day,4000,3000
IMAG0270.JPG,2413217,Day,4000,3000
IMAG0570.JPG,2504736,Day,4000,3000
IMAG0544.JPG,2449410,Day,4000,3000
IMAG0409.JPG,2397542,Day,4000,3000
IMAG0379.JPG,2303046,Day,4000,3000
IMAG1117.JPG,1520782,Day,4000,3000
IMAG1884.JPG,1856500,Day,4000,3000
IMAG1580.JPG,2450485,Day,4000,3000
IMAG0290.JPG,2321362,Day,4000,3000
IMAG1718.JPG,1497716,Day,4000,3000
IMAG1612.JPG,2184160,Day,4000,3000
IMAG1608.JPG,2275942,Day,4000,3000
IMAG1243.JPG,2404237,Day,4000,3000
IMAG1802.JPG,2361701,Day,4000,3000
IMAG0083.JPG,1265827,Night,4000,3000
IMAG0608.JPG,2207203,Day,4000,3000
IMAG1220.JPG,2346133,Day,4000,3000
IMAG0773.JPG,2009448,Night,4000,3000
IMAG0745.JPG,2523798,Day,4000,3000
IMAG1763.JPG,1780977,Day,4000,3000
IMAG1644.JPG,2339829,Day,4000,3000
IMAG1659.JPG,2372265,Day,4000,3000
